model;description
52087;Vintage handmade decorative kilim pillow cover. Backed with good quality cotton fabric. In very good condition.
52088;Vintage handmade decorative kilim pillow cover. Backed with good quality cotton fabric. In very good condition.
52089;Vintage handmade decorative kilim pillow cover. Backed with good quality cotton fabric. In very good condition.
52090;Vintage handmade decorative kilim pillow cover. Backed with good quality cotton fabric. In very good condition.
52091;Vintage handmade decorative kilim pillow cover. Backed with good quality cotton fabric. In very good condition.
52092;Vintage handmade decorative kilim pillow cover. Backed with good quality cotton fabric. In very good condition.
52093;Vintage handmade decorative kilim pillow cover. Backed with good quality cotton fabric. In very good condition.
52094;Vintage handmade decorative kilim pillow cover. Backed with good quality cotton fabric. In very good condition.
52095;Vintage handmade decorative kilim pillow cover. Backed with good quality cotton fabric. In very good condition.
52096;Vintage handmade decorative kilim pillow cover. Backed with good quality cotton fabric. In very good condition.
52097;Vintage handmade decorative kilim pillow cover. Backed with good quality cotton fabric. In very good condition.
52098;Vintage handmade decorative pillow cover. Backed with good quality cotton fabric. In very good condition.
52099;Vintage handmade decorative pillow cover. Backed with good quality cotton fabric. In very good condition.
52100;Vintage handmade decorative pillow cover. Backed with good quality cotton fabric. In very good condition.
52101;Vintage handmade decorative pillow cover. Backed with good quality cotton fabric. In very good condition.
52102;Antique handmade decorative pillow cover. Backed with good quality cotton fabric. In very good condition.
52103;Vintage handmade decorative pillow cover. Backed with good quality cotton fabric. In very good condition.
52104;Vintage handmade decorative pillow cover. Backed with good quality cotton fabric. In very good condition.
52105;Vintage handmade decorative pillow cover. Backed with good quality cotton fabric. In very good condition.
52106;Vintage handmade decorative pillow cover. Backed with good quality cotton fabric. In very good condition.
52107;Vintage handmade decorative pillow cover. Backed with good quality cotton fabric. In very good condition.
52108;Handmade embroidered pillow cover made from a vintage kilim rug. Backed with good quality cotton fabric. Pillow inserts not included.
52109;Decorative handmade pillow cover made from a vintage kilim rug. Backed with good quality cotton fabric. Pillow inserts not included.
52110;Decorative handmade pillow cover made from a vintage kilim rug. Backed with good quality cotton fabric. Pillow inserts not included.
52111;Decorative handmade pillow cover made from a vintage kilim rug. Backed with good quality cotton fabric. Pillow inserts not included.
52112;Decorative handmade pillow cover made from a vintage kilim rug. Backed with good quality cotton fabric. Pillow inserts not included.
52113;Decorative handmade pillow cover made from a vintage kilim rug. Backed with good quality cotton fabric. Pillow inserts not included.
52114;Decorative handmade pillow cover made from a vintage kilim rug. Backed with good quality cotton fabric. Pillow inserts not included.
52115;Decorative handmade pillow cover made from a vintage kilim rug. Backed with good quality cotton fabric. Pillow inserts not included.
52116;Decorative handmade pillow cover made from a vintage kilim rug. Backed with good quality cotton fabric. Pillow inserts not included.
52117;Decorative handmade pillow cover made from a vintage kilim rug. Backed with good quality cotton fabric. Pillow inserts not included.
52118;Decorative handmade pillow cover made from a vintage kilim rug. Backed with good quality cotton fabric. Pillow inserts not included.
52119;Decorative handmade pillow cover made from a vintage kilim rug. Backed with good quality cotton fabric. Pillow inserts not included.
52120;Decorative handmade pillow cover made from a vintage kilim rug. Backed with good quality cotton fabric. Pillow inserts not included.
52121;Decorative handmade pillow cover made from a vintage kilim rug. Backed with good quality cotton fabric. Pillow inserts not included.
52122;Decorative handmade pillow cover made from a vintage kilim rug. Backed with good quality cotton fabric. Pillow inserts not included.
52123;Decorative handmade pillow cover made from a vintage kilim rug. Backed with good quality cotton fabric. Pillow inserts not included.
52124;Decorative handmade pillow cover made from a vintage kilim rug. Backed with good quality cotton fabric. Pillow inserts not included.
52125;Decorative handmade pillow cover made from a vintage kilim rug. Backed with good quality cotton fabric. Pillow inserts not included.
52126;Decorative handmade pillow cover made from a vintage kilim rug. Backed with good quality cotton fabric. Pillow inserts not included.
52127;Decorative handmade pillow cover made from a vintage kilim rug. Backed with good quality cotton fabric. Pillow inserts not included.
52128;Decorative handmade pillow cover made from a vintage kilim rug. Backed with good quality cotton fabric. Pillow inserts not included.
52129;Decorative handmade pillow cover made from a vintage kilim rug. Backed with good quality cotton fabric. Pillow inserts not included.
52130;Decorative handmade pillow cover made from a vintage kilim rug. Backed with good quality cotton fabric. Pillow inserts not included.
52131;Decorative handmade pillow cover made from a vintage kilim rug. Backed with good quality cotton fabric. Pillow inserts not included.
52132;Decorative handmade pillow cover made from a vintage kilim rug. Backed with good quality cotton fabric. Pillow inserts not included.
52133;Decorative handmade pillow cover made from a vintage kilim rug. Backed with good quality cotton fabric. Pillow inserts not included.
52134;Decorative handmade pillow cover made from a vintage kilim rug. Backed with good quality cotton fabric. Pillow inserts not included.
